 編號		店家名稱
18123 >>> 新北市汐止區龍安路38號1樓
18127 >>> 新北市汐止區莊敬街130號1樓
18151 >>> 台北市內湖區行善路289號
18152 >>> 台北市內湖區民善街1號1樓
18174 >>> 新北市永和區中興街80號1樓
18193 >>> 基隆市暖暖區源遠路341-1號B1
18335 >>> 新北市新店區寶橋路194號1樓
18337 >>> 新北市新店區民權路105號1樓
18349 >>> 新北市新店區民權路132號1樓
18365 >>> 新北市新店區中正路199號1樓
18366 >>> 新北市新店區中正路12號1樓
18392 >>> 新北市新店區光明街140號
18403 >>> 新北市新店區光明街32號
18404 >>> 新北市中和區捷運路29號1樓
18416 >>> 新北市土城區延和路207號
18435 >>> 新北市烏來區烏來街79號1樓
