編號		地址
39752 >>> 台北市萬華區西園路二段215號
42756 >>> 台東縣台東市開封街372號
40144 >>> 新北市貢寮區延平街86號1樓
41021 >>> 桃園市觀音區中山路二段891、893號
41018 >>> 桃園市觀音區大觀路二段151.153.155號
42722 >>> 台東縣關山鎮和平路1-20號
40947 >>> 新竹縣關西鎮北平路463、465號
39809 >>> 台北市北投區中央北路四段532號
41884 >>> 台南市關廟區南雄路二段421號
42053 >>> 台南市官田區中山路1段135號
41963 >>> 台南市歸仁區文化街三段107號
41895 >>> 台南市歸仁區中山路三段2號
41130 >>> 桃園市龜山區復興二路3號
40557 >>> 桃園市龜山區中和南路40號
41125 >>> 桃園市龜山區自強南路83號
41126 >>> 桃園市龜山區新樂街36號
40787 >>> 桃園市龜山區長慶三街81號
40793 >>> 桃園市龜山區文化三路316號
41129 >>> 桃園市龜山區萬壽路一段161號B1
40587 >>> 桃園市龜山區大同路222號
41587 >>> 台中市大里區國光路二段70號
42388 >>> 高雄市鼓山區明誠三路463號
42451 >>> 高雄市鼓山區美術南三路231、233號
42351 >>> 高雄市鼓山區銘傳路61號
42541 >>> 高雄市岡山區壽華路131號
42564 >>> 高雄市岡山區公園西路三段83號
42540 >>> 高雄市岡山區岡燕路338號
42567 >>> 高雄市岡山區大仁北路363號
42561 >>> 高雄市岡山區大仁北路3號1樓
42433 >>> 高雄市岡山區民有路44號
42341 >>> 高雄市岡山區仁壽路22號
42347 >>> 高雄市鹽埕區七賢三路243、247號
42287 >>> 高雄市三民區陽明路300號
42051 >>> 高雄市阿蓮區民族路38巷13號
42359 >>> 高雄市左營區左營大路272號
42296 >>> 高雄市三民區自強一路245號
42532 >>> 高雄市左營區榮佑路25號
42334 >>> 高雄市左營區重信路8號
42284 >>> 高雄市前金區中華三路171號
42487 >>> 高雄市楠梓區右昌街543號
42262 >>> 高雄市苓雅區正義路248號
42367 >>> 高雄市楠梓區興楠路72號
42282 >>> 高雄市新興區七賢二路10號
42357 >>> 高雄市三民區建工路736號
42258 >>> 高雄市苓雅區建國一路107號
42278 >>> 高雄市三民區九如一路609號
42392 >>> 高雄市三民區覺民路617號
42453 >>> 高雄市鼓山區華夏路176號
42269 >>> 高雄市三民區九如一路278號
42387 >>> 高雄市前鎮區管仲路20號
